Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Camila Carvalho,Casa,7917.82,6341.23,0.26,0.29,2019-10-12,55,207
Diego Cardoso,Vestuário,8405.6,2776.35,0.27,0.2,2019-10-12,68,185
Jorge Santos,Brinquedo,7594.96,5437.96,0.27,0.27,2019-10-12,63,179
Raphael Silva,Papelaria,2016.19,2375.36,0.47,0.52,2019-10-12,15,58
Caroline Reis,Papelaria,3106.95,1689.19,0.45,0.47,2019-10-12,21,56
Letícia Nascimento,Eletrônicos,6420.83,9053.65,0.16,0.23,2019-10-13,49,240
Ana Sousa,Eletrônicos,7708.23,7783.53,0.19,0.21,2019-10-13,59,207
Gustavo Martins,Eletrônicos,7023.81,4113.38,0.23,0.2,2019-10-13,55,242
Beatriz Santos,Vestuário,6929.08,5057.0,0.24,0.18,2019-10-13,50,228
Camila Lima,Vestuário,7693.0,2855.39,0.09,0.16,2019-10-13,59,205
Thiago Barbosa,Acessórios,305.35,2710.86,0.68,0.58,2019-10-13,2,7
Letícia Ribeiro,Acessórios,4780.59,3260.62,0.68,0.54,2019-10-13,34,99
Enzo Nascimento,Casa,9857.69,4930.47,0.24,0.29,2019-10-13,77,195
Guilherme Santos,Casa,5034.65,3004.84,0.14,0.28,2019-10-13,32,152
Vitória Ribeiro,Brinquedo,2578.62,4606.33,0.14,0.21,2019-10-13,19,86
Julia Araújo,Esportes,11644.44,9546.61,0.23,0.35,2019-10-13,93,419
Lucas Rodrigues,Esportes,1920.35,9224.61,0.22,0.3,2019-10-13,12,32
Thiago Carvalho,Esportes,9560.48,3261.07,0.13,0.35,2019-10-13,73,262
Mateus Barbosa,Eletrônicos,10773.61,4765.48,0.22,0.19,2019-10-13,94,210
Camila Carvalho,Casa,6816.51,9507.77,0.24,0.24,2019-10-13,52,162
Diego Cardoso,Vestuário,5300.75,2291.72,0.13,0.16,2019-10-13,38,112
Jorge Santos,Brinquedo,7678.82,7177.62,0.38,0.29,2019-10-13,58,237
Raphael Silva,Papelaria,3260.89,1883.51,0.56,0.5,2019-10-13,23,43
Caroline Reis,Papelaria,3627.03,1283.0,0.31,0.5,2019-10-13,25,42
Letícia Nascimento,Eletrônicos,1333.88,2814.68,0.25,0.23,2019-10-14,10,17
Ana Sousa,Eletrônicos,8112.69,2771.67,0.31,0.18,2019-10-14,62,247
Gustavo Martins,Eletrônicos,12024.72,3031.51,0.24,0.2,2019-10-14,89,447
Beatriz Santos,Vestuário,530.83,5212.18,0.13,0.2,2019-10-14,3,11
Camila Lima,Vestuário,3608.47,3351.37,0.12,0.17,2019-10-14,25,107
Thiago Barbosa,Acessórios,4336.73,1146.43,0.74,0.48,2019-10-14,29,132
Letícia Ribeiro,Acessórios,4698.74,1760.57,0.34,0.46,2019-10-14,32,51
Enzo Nascimento,Casa,14913.15,10021.63,0.35,0.25,2019-10-14,140,538
Guilherme Santos,Casa,8914.68,4135.92,0.2,0.23,2019-10-14,67,352
Vitória Ribeiro,Brinquedo,5620.4,7917.55,0.31,0.26,2019-10-14,38,59
Julia Araújo,Esportes,12970.7,10199.72,0.48,0.36,2019-10-14,130,460
Lucas Rodrigues,Esportes,5986.13,9730.8,0.25,0.38,2019-10-14,39,187
Thiago Carvalho,Esportes,428.53,6651.35,0.4,0.38,2019-10-14,2,5
Mateus Barbosa,Eletrônicos,1959.35,8479.66,0.21,0.18,2019-10-14,12,45
Camila Carvalho,Casa,7825.93,5334.94,0.37,0.24,2019-10-14,59,100
Diego Cardoso,Vestuário,2291.83,6611.42,0.27,0.18,2019-10-14,15,38
Jorge Santos,Brinquedo,6949.53,3934.34,0.29,0.26,2019-10-14,51,100
Raphael Silva,Papelaria,376.63,2740.44,0.32,0.52,2019-10-14,2,4
Caroline Reis,Papelaria,185.6,1821.67,0.68,0.52,2019-10-14,3,14
Letícia Nascimento,Eletrônicos,9705.94,2817.13,0.26,0.16,2019-10-15,75,122
Ana Sousa,Eletrônicos,6201.64,4512.22,0.25,0.22,2019-10-15,39,164
Gustavo Martins,Eletrônicos,7449.28,2947.85,0.31,0.16,2019-10-15,54,133
Beatriz Santos,Vestuário,6444.95,2416.14,0.23,0.2,2019-10-15,47,181
Camila Lima,Vestuário,6658.26,5893.35,0.1,0.17,2019-10-15,56,121
Thiago Barbosa,Acessórios,4199.3,1041.06,0.4,0.54,2019-10-15,33,160
Letícia Ribeiro,Acessórios,1413.52,3306.98,0.62,0.54,2019-10-15,8,37
Enzo Nascimento,Casa,9849.07,9116.16,0.3,0.3,2019-10-15,72,145
Guilherme Santos,Casa,14200.02,8605.78,0.11,0.3,2019-10-15,153,397
Vitória Ribeiro,Brinquedo,6639.44,6560.11,0.34,0.2,2019-10-15,47,109
Julia Araújo,Esportes,4332.28,3753.29,0.17,0.38,2019-10-15,32,82
Lucas Rodrigues,Esportes,12949.12,5235.94,0.16,0.29,2019-10-15,142,247
Thiago Carvalho,Esportes,8393.3,7662.27,0.35,0.35,2019-10-15,72,255
Mateus Barbosa,Eletrônicos,11760.79,5085.06,0.14,0.22,2019-10-15,88,173
Camila Carvalho,Casa,6744.35,7444.5,0.23,0.32,2019-10-15,52,109
Diego Cardoso,Vestuário,5768.48,6449.38,0.13,0.15,2019-10-15,41,117
Jorge Santos,Brinquedo,4103.89,7580.55,0.31,0.21,2019-10-15,30,81
Raphael Silva,Papelaria,555.57,1881.61,0.4,0.5,2019-10-15,3,12
Caroline Reis,Papelaria,2639.92,1392.14,0.49,0.36,2019-10-15,17,33
Letícia Nascimento,Eletrônicos,717.76,6934.71,0.13,0.19,2019-10-16,6,27
Ana Sousa,Eletrônicos,12149.55,4646.3,0.1,0.18,2019-10-16,94,414
Gustavo Martins,Eletrônicos,3727.46,3311.23,0.1,0.18,2019-10-16,25,112
Beatriz Santos,Vestuário,3843.48,2355.69,0.22,0.19,2019-10-16,28,92
Camila Lima,Vestuário,3078.83,2006.67,0.16,0.21,2019-10-16,24,74
Thiago Barbosa,Acessórios,670.34,1423.39,0.58,0.5,2019-10-16,4,20
Letícia Ribeiro,Acessórios,2250.98,2549.84,0.26,0.48,2019-10-16,16,41
Enzo Nascimento,Casa,2688.82,10767.21,0.39,0.22,2019-10-16,21,105
Guilherme Santos,Casa,10388.89,4851.08,0.37,0.25,2019-10-16,81,397
Vitória Ribeiro,Brinquedo,4629.47,7980.35,0.24,0.29,2019-10-16,38,163
Julia Araújo,Esportes,5356.27,3890.48,0.36,0.26,2019-10-16,39,166
Lucas Rodrigues,Esportes,11426.95,3714.23,0.36,0.27,2019-10-16,81,221
Thiago Carvalho,Esportes,8440.06,6038.25,0.48,0.33,2019-10-16,65,252
Mateus Barbosa,Eletrônicos,2021.78,4115.5,0.19,0.24,2019-10-16,13,57
Camila Carvalho,Casa,12652.4,2896.52,0.18,0.25,2019-10-16,140,662
Diego Cardoso,Vestuário,7488.56,2083.84,0.24,0.14,2019-10-16,54,101
Jorge Santos,Brinquedo,4898.74,3773.82,0.1,0.29,2019-10-16,33,78
Raphael Silva,Papelaria,2127.02,1509.52,0.38,0.4,2019-10-16,15,52
Caroline Reis,Papelaria,1572.75,2540.21,0.32,0.4,2019-10-16,12,31
Letícia Nascimento,Eletrônicos,12127.02,9489.37,0.28,0.23,2019-10-17,89,462
Ana Sousa,Eletrônicos,4592.29,6129.56,0.27,0.19,2019-10-17,33,98
Gustavo Martins,Eletrônicos,6606.01,5946.99,0.14,0.24,2019-10-17,42,73
Beatriz Santos,Vestuário,4733.79,4253.22,0.25,0.16,2019-10-17,33,150
Camila Lima,Vestuário,1898.6,3639.96,0.2,0.17,2019-10-17,15,25
Thiago Barbosa,Acessórios,2531.33,2081.35,0.68,0.42,2019-10-17,17,90
Letícia Ribeiro,Acessórios,366.59,3207.25,0.4,0.48,2019-10-17,3,12
Enzo Nascimento,Casa,2329.39,3958.33,0.24,0.28,2019-10-17,19,66
Guilherme Santos,Casa,14915.43,10981.27,0.18,0.24,2019-10-17,106,311
Vitória Ribeiro,Brinquedo,1053.77,8070.95,0.35,0.28,2019-10-17,7,16
Julia Araújo,Esportes,13712.93,5942.87,0.48,0.35,2019-10-17,142,319
Lucas Rodrigues,Esportes,13122.17,8230.32,0.43,0.38,2019-10-17,154,811
Thiago Carvalho,Esportes,2133.83,6552.62,0.51,0.38,2019-10-17,13,29
Mateus Barbosa,Eletrônicos,9904.43,8281.32,0.26,0.18,2019-10-17,81,318
Camila Carvalho,Casa,10677.54,4906.48,0.14,0.24,2019-10-17,84,412
Diego Cardoso,Vestuário,9498.73,6217.86,0.26,0.2,2019-10-17,73,285
Jorge Santos,Brinquedo,6607.95,6856.43,0.14,0.21,2019-10-17,39,110
Raphael Silva,Papelaria,2381.99,2233.12,0.65,0.4,2019-10-17,16,41
Caroline Reis,Papelaria,454.53,2597.23,0.34,0.43,2019-10-17,3,13
Letícia Nascimento,Eletrônicos,3949.28,5278.19,0.15,0.19,2019-10-18,29,91
Ana Sousa,Eletrônicos,1551.52,6836.44,0.19,0.17,2019-10-18,8,16
Gustavo Martins,Eletrônicos,11977.33,4088.74,0.24,0.23,2019-10-18,91,469
Beatriz Santos,Vestuário,3690.76,5436.43,0.26,0.15,2019-10-18,25,43
Camila Lima,Vestuário,8944.87,2748.23,0.23,0.16,2019-10-18,65,254
Thiago Barbosa,Acessórios,2812.77,2164.26,0.28,0.44,2019-10-18,16,56
Letícia Ribeiro,Acessórios,384.85,1533.78,0.62,0.44,2019-10-18,2,5
Enzo Nascimento,Casa,1724.37,10945.94,0.21,0.25,2019-10-18,11,28
Guilherme Santos,Casa,13566.1,7374.4,0.41,0.28,2019-10-18,137,394
Vitória Ribeiro,Brinquedo,6984.3,2597.29,0.16,0.24,2019-10-18,46,74
Julia Araújo,Esportes,6803.35,4416.97,0.13,0.29,2019-10-18,55,122
Lucas Rodrigues,Esportes,3755.47,10276.37,0.27,0.3,2019-10-18,26,99
Thiago Carvalho,Esportes,10776.37,3958.0,0.16,0.33,2019-10-18,85,200
Mateus Barbosa,Eletrônicos,7840.37,8644.49,0.1,0.18,2019-10-18,64,248
Camila Carvalho,Casa,7278.05,5939.3,0.43,0.31,2019-10-18,47,218
Diego Cardoso,Vestuário,3995.21,3832.45,0.08,0.2,2019-10-18,32,60
Jorge Santos,Brinquedo,5420.47,2204.01,0.32,0.29,2019-10-18,37,183
Raphael Silva,Papelaria,2932.93,1584.73,0.27,0.41,2019-10-18,20,56
Caroline Reis,Papelaria,899.72,1859.39,0.54,0.41,2019-10-18,4,21
Letícia Nascimento,Eletrônicos,12204.03,4843.24,0.1,0.21,2019-10-19,110,190
Ana Sousa,Eletrônicos,9770.26,7468.52,0.22,0.22,2019-10-19,77,211
Gustavo Martins,Eletrônicos,7622.98,3398.07,0.1,0.19,2019-10-19,62,211
Beatriz Santos,Vestuário,9567.87,2405.75,0.08,0.15,2019-10-19,73,227
Camila Lima,Vestuário,8429.67,6824.36,0.24,0.2,2019-10-19,71,124
Thiago Barbosa,Acessórios,597.43,2403.11,0.44,0.6,2019-10-19,2,4
Letícia Ribeiro,Acessórios,158.12,2452.9,0.22,0.54,2019-10-19,3,8
Enzo Nascimento,Casa,13174.46,6543.22,0.14,0.23,2019-10-19,136,420
Guilherme Santos,Casa,1953.01,3935.42,0.3,0.31,2019-10-19,13,23
Vitória Ribeiro,Brinquedo,4998.63,3577.16,0.29,0.28,2019-10-19,30,155
Julia Araújo,Esportes,3486.01,3444.78,0.27,0.27,2019-10-19,28,120
Lucas Rodrigues,Esportes,10540.11,4141.04,0.44,0.31,2019-10-19,72,119
Thiago Carvalho,Esportes,1833.57,7184.61,0.29,0.29,2019-10-19,15,30
Mateus Barbosa,Eletrônicos,9792.23,2710.05,0.09,0.19,2019-10-19,78,382
Camila Carvalho,Casa,9882.41,11114.17,0.32,0.24,2019-10-19,81,420
Diego Cardoso,Vestuário,2341.66,6144.28,0.07,0.2,2019-10-19,15,40
Jorge Santos,Brinquedo,4245.82,3869.83,0.26,0.26,2019-10-19,33,102
Raphael Silva,Papelaria,3536.07,1474.02,0.49,0.49,2019-10-19,28,68
Caroline Reis,Papelaria,3486.64,895.63,0.41,0.5,2019-10-19,25,43
Letícia Nascimento,Eletrônicos,7183.19,6745.13,0.1,0.22,2019-10-20,46,197
Ana Sousa,Eletrônicos,7414.17,7494.25,0.22,0.21,2019-10-20,54,187
Gustavo Martins,Eletrônicos,12071.42,3357.15,0.12,0.16,2019-10-20,80,204
Beatriz Santos,Vestuário,7197.63,1893.88,0.22,0.19,2019-10-20,55,96
Camila Lima,Vestuário,2231.83,7137.93,0.24,0.15,2019-10-20,17,89
Thiago Barbosa,Acessórios,4770.4,1838.62,0.48,0.48,2019-10-20,38,62
Letícia Ribeiro,Acessórios,2862.29,1878.87,0.36,0.4,2019-10-20,21,50
Enzo Nascimento,Casa,13949.87,5625.3,0.39,0.24,2019-10-20,159,368
Guilherme Santos,Casa,6880.62,10403.23,0.11,0.29,2019-10-20,51,88
Vitória Ribeiro,Brinquedo,3209.88,7899.36,0.34,0.29,2019-10-20,21,38
Julia Araújo,Esportes,6391.16,3520.46,0.3,0.27,2019-10-20,45,69
Lucas Rodrigues,Esportes,8497.62,9883.17,0.45,0.38,2019-10-20,71,111
Thiago Carvalho,Esportes,7119.72,8967.29,0.43,0.38,2019-10-20,56,193
Mateus Barbosa,Eletrônicos,4065.95,9411.75,0.1,0.24,2019-10-20,32,62
Camila Carvalho,Casa,5526.11,10080.07,0.42,0.29,2019-10-20,38,124
Diego Cardoso,Vestuário,8554.24,3414.0,0.15,0.2,2019-10-20,63,296
Jorge Santos,Brinquedo,4175.11,4136.17,0.21,0.24,2019-10-20,32,59
Raphael Silva,Papelaria,2429.76,1294.64,0.49,0.45,2019-10-20,17,28
Caroline Reis,Papelaria,2926.2,734.96,0.2,0.4,2019-10-20,19,73
Letícia Nascimento,Eletrônicos,8085.37,4334.0,0.27,0.21,2019-10-21,58,273
Ana Sousa,Eletrônicos,12649.97,8380.15,0.08,0.22,2019-10-21,129,239
Gustavo Martins,Eletrônicos,11979.04,8763.73,0.14,0.18,2019-10-21,86,358
Beatriz Santos,Vestuário,9296.17,6229.09,0.11,0.21,2019-10-21,72,152
Camila Lima,Vestuário,8907.89,2979.57,0.27,0.14,2019-10-21,69,214
Thiago Barbosa,Acessórios,1387.19,3574.79,0.48,0.56,2019-10-21,8,37
Letícia Ribeiro,Acessórios,3835.86,1426.46,0.68,0.58,2019-10-21,26,113
Enzo Nascimento,Casa,375.1,3309.63,0.33,0.28,2019-10-21,2,3
Guilherme Santos,Casa,4532.63,8201.0,0.12,0.3,2019-10-21,33,61
Vitória Ribeiro,Brinquedo,4104.27,5027.18,0.31,0.24,2019-10-21,32,63
Julia Araújo,Esportes,6493.45,3926.17,0.44,0.3,2019-10-21,42,210
Lucas Rodrigues,Esportes,5632.62,6144.87,0.29,0.3,2019-10-21,39,201
Thiago Carvalho,Esportes,12630.87,3699.19,0.17,0.3,2019-10-21,114,350
Mateus Barbosa,Eletrônicos,7698.91,9657.4,0.19,0.18,2019-10-21,54,183
Camila Carvalho,Casa,9804.43,3077.29,0.13,0.28,2019-10-21,76,365
Diego Cardoso,Vestuário,4565.74,2684.01,0.12,0.18,2019-10-21,33,112
Jorge Santos,Brinquedo,10199.25,7640.78,0.31,0.25,2019-10-21,69,174
Raphael Silva,Papelaria,2135.79,1807.71,0.72,0.43,2019-10-21,13,23
Caroline Reis,Papelaria,1380.04,1023.06,0.45,0.54,2019-10-21,7,19
Letícia Nascimento,Eletrônicos,12552.14,2667.43,0.15,0.21,2019-10-22,137,276
Ana Sousa,Eletrônicos,5618.96,7460.3,0.13,0.18,2019-10-22,39,79
Gustavo Martins,Eletrônicos,11435.08,9143.81,0.08,0.21,2019-10-22,91,230
Beatriz Santos,Vestuário,2171.11,3730.68,0.2,0.17,2019-10-22,17,34
Camila Lima,Vestuário,4883.04,5133.53,0.1,0.17,2019-10-22,32,165
Thiago Barbosa,Acessórios,4094.97,1967.18,0.8,0.6,2019-10-22,29,65
Letícia Ribeiro,Acessórios,3717.46,3566.88,0.52,0.46,2019-10-22,25,112
Enzo Nascimento,Casa,4848.95,5972.71,0.32,0.26,2019-10-22,33,101
Guilherme Santos,Casa,13653.16,10573.23,0.4,0.29,2019-10-22,127,210
Vitória Ribeiro,Brinquedo,7732.6,5141.05,0.24,0.3,2019-10-22,60,102
Julia Araújo,Esportes,12877.07,6550.79,0.52,0.29,2019-10-22,154,623
Lucas Rodrigues,Esportes,5348.99,9364.17,0.44,0.3,2019-10-22,39,208
Thiago Carvalho,Esportes,11345.34,10340.11,0.2,0.35,2019-10-22,85,325
Mateus Barbosa,Eletrônicos,11919.03,4996.55,0.15,0.22,2019-10-22,78,124
Camila Carvalho,Casa,2566.13,3248.55,0.25,0.26,2019-10-22,20,53
Diego Cardoso,Vestuário,1629.85,3065.56,0.22,0.18,2019-10-22,12,28
Jorge Santos,Brinquedo,3589.0,2968.76,0.27,0.2,2019-10-22,28,110
Raphael Silva,Papelaria,258.25,879.75,0.45,0.43,2019-10-22,3,6
Caroline Reis,Papelaria,3017.51,1541.08,0.67,0.52,2019-10-22,21,58
Letícia Nascimento,Eletrônicos,8160.2,7612.28,0.11,0.19,2019-10-23,63,176
Ana Sousa,Eletrônicos,8170.25,8934.13,0.23,0.19,2019-10-23,56,223
Gustavo Martins,Eletrônicos,9532.51,6619.51,0.16,0.19,2019-10-23,78,246
Beatriz Santos,Vestuário,6075.16,4388.64,0.27,0.17,2019-10-23,42,133
Camila Lima,Vestuário,5471.44,6060.39,0.24,0.2,2019-10-23,38,135
Thiago Barbosa,Acessórios,4526.38,965.26,0.46,0.56,2019-10-23,34,111
Letícia Ribeiro,Acessórios,4250.59,1567.27,0.28,0.48,2019-10-23,30,52
Enzo Nascimento,Casa,5147.4,3438.64,0.15,0.25,2019-10-23,39,170
Guilherme Santos,Casa,8514.27,6836.03,0.3,0.32,2019-10-23,65,330
Vitória Ribeiro,Brinquedo,9795.87,3526.51,0.39,0.2,2019-10-23,81,381
Julia Araújo,Esportes,11498.98,3305.18,0.36,0.38,2019-10-23,80,164
Lucas Rodrigues,Esportes,1078.59,4899.99,0.48,0.31,2019-10-23,10,18
Thiago Carvalho,Esportes,11028.97,6110.6,0.42,0.3,2019-10-23,81,281
Mateus Barbosa,Eletrônicos,10846.25,7250.74,0.19,0.22,2019-10-23,93,177
Camila Carvalho,Casa,2658.54,9543.09,0.39,0.22,2019-10-23,21,85
Diego Cardoso,Vestuário,3472.8,2997.16,0.19,0.15,2019-10-23,26,83
Jorge Santos,Brinquedo,9286.01,4324.07,0.33,0.27,2019-10-23,72,218
Raphael Silva,Papelaria,3383.38,935.42,0.58,0.49,2019-10-23,23,60
Caroline Reis,Papelaria,2712.69,1730.49,0.58,0.45,2019-10-23,20,51
Letícia Nascimento,Eletrônicos,10156.24,6261.72,0.18,0.21,2019-10-24,80,208
Ana Sousa,Eletrônicos,11117.77,5704.68,0.14,0.21,2019-10-24,88,228
Gustavo Martins,Eletrônicos,9554.77,3365.6,0.13,0.17,2019-10-24,69,111
Beatriz Santos,Vestuário,4554.28,6387.52,0.09,0.17,2019-10-24,37,189
Camila Lima,Vestuário,5666.67,3771.02,0.1,0.2,2019-10-24,39,90
Thiago Barbosa,Acessórios,2133.95,3501.87,0.2,0.44,2019-10-24,15,66
Letícia Ribeiro,Acessórios,3080.89,1763.58,0.26,0.52,2019-10-24,23,44
Enzo Nascimento,Casa,13718.61,9705.21,0.33,0.23,2019-10-24,124,545
Guilherme Santos,Casa,13344.87,6367.53,0.43,0.23,2019-10-24,143,381
Vitória Ribeiro,Brinquedo,982.36,4953.59,0.39,0.21,2019-10-24,6,11
Julia Araújo,Esportes,9509.87,9412.05,0.18,0.26,2019-10-24,80,287
Lucas Rodrigues,Esportes,6312.59,9334.04,0.26,0.29,2019-10-24,47,239
Thiago Carvalho,Esportes,6982.15,4663.98,0.4,0.27,2019-10-24,52,248
Mateus Barbosa,Eletrônicos,9448.44,2895.7,0.17,0.22,2019-10-24,75,146
Camila Carvalho,Casa,3485.71,7103.1,0.29,0.25,2019-10-24,28,126
Diego Cardoso,Vestuário,5979.27,4798.3,0.27,0.17,2019-10-24,42,78
Jorge Santos,Brinquedo,7022.52,5727.78,0.18,0.23,2019-10-24,54,231
Raphael Silva,Papelaria,2838.03,1723.14,0.41,0.49,2019-10-24,16,62
Caroline Reis,Papelaria,1969.34,1787.56,0.47,0.45,2019-10-24,12,34
Letícia Nascimento,Eletrônicos,1814.57,7516.77,0.22,0.19,2019-10-25,13,26
Ana Sousa,Eletrônicos,2316.38,8105.81,0.13,0.24,2019-10-25,15,29
Gustavo Martins,Eletrônicos,11073.83,2965.27,0.19,0.21,2019-10-25,82,257
Beatriz Santos,Vestuário,8454.39,4435.15,0.08,0.19,2019-10-25,69,205
Camila Lima,Vestuário,1657.86,2953.73,0.18,0.16,2019-10-25,8,28
Thiago Barbosa,Acessórios,4488.18,2398.16,0.62,0.5,2019-10-25,30,67
Letícia Ribeiro,Acessórios,2310.97,2165.75,0.54,0.5,2019-10-25,16,81
Enzo Nascimento,Casa,6191.13,4979.53,0.28,0.28,2019-10-25,41,194
Guilherme Santos,Casa,11357.97,7581.0,0.2,0.29,2019-10-25,86,296
Vitória Ribeiro,Brinquedo,4864.8,5857.89,0.26,0.28,2019-10-25,34,141
Julia Araújo,Esportes,1160.68,10077.88,0.17,0.33,2019-10-25,7,12
Lucas Rodrigues,Esportes,9530.91,4324.73,0.26,0.36,2019-10-25,77,323
Thiago Carvalho,Esportes,11112.29,9196.52,0.17,0.34,2019-10-25,84,148
Mateus Barbosa,Eletrônicos,243.46,8546.14,0.32,0.21,2019-10-25,3,13
Camila Carvalho,Casa,11148.19,4034.2,0.39,0.23,2019-10-25,91,364
Diego Cardoso,Vestuário,3253.74,2470.43,0.15,0.18,2019-10-25,21,57
Jorge Santos,Brinquedo,9618.25,3772.59,0.13,0.22,2019-10-25,77,257
Raphael Silva,Papelaria,2073.12,2193.65,0.49,0.38,2019-10-25,12,22
Caroline Reis,Papelaria,2861.66,1778.49,0.67,0.47,2019-10-25,17,43
Letícia Nascimento,Eletrônicos,10904.44,7891.07,0.23,0.22,2019-10-26,82,335
Ana Sousa,Eletrônicos,1501.63,3304.15,0.3,0.18,2019-10-26,12,61
Gustavo Martins,Eletrônicos,8609.08,5695.69,0.27,0.24,2019-10-26,62,118
Beatriz Santos,Vestuário,7178.83,3408.31,0.27,0.15,2019-10-26,56,160
Camila Lima,Vestuário,6934.32,4067.09,0.25,0.15,2019-10-26,56,289
Thiago Barbosa,Acessórios,4509.68,1228.29,0.34,0.5,2019-10-26,30,95
Letícia Ribeiro,Acessórios,2975.57,3520.17,0.62,0.52,2019-10-26,23,107
Enzo Nascimento,Casa,14446.54,7087.94,0.24,0.28,2019-10-26,114,560
Guilherme Santos,Casa,7792.88,8000.87,0.36,0.31,2019-10-26,60,192
Vitória Ribeiro,Brinquedo,2256.1,5024.05,0.19,0.26,2019-10-26,17,37
Julia Araújo,Esportes,9695.78,4310.78,0.42,0.38,2019-10-26,75,187
Lucas Rodrigues,Esportes,1981.12,8423.86,0.27,0.36,2019-10-26,15,65
Thiago Carvalho,Esportes,3551.65,6328.58,0.13,0.34,2019-10-26,25,124
Mateus Barbosa,Eletrônicos,11993.17,7409.99,0.3,0.19,2019-10-26,84,377
Camila Carvalho,Casa,3254.06,5752.51,0.25,0.23,2019-10-26,24,122
Diego Cardoso,Vestuário,2004.32,6827.72,0.07,0.16,2019-10-26,12,33
Jorge Santos,Brinquedo,3253.28,2497.06,0.21,0.22,2019-10-26,25,116
Raphael Silva,Papelaria,3625.17,805.08,0.58,0.52,2019-10-26,28,107
Caroline Reis,Papelaria,1739.75,2351.14,0.63,0.38,2019-10-26,11,24
Letícia Nascimento,Eletrônicos,6109.32,5192.59,0.13,0.18,2019-10-27,42,164
Ana Sousa,Eletrônicos,10477.46,7153.03,0.2,0.23,2019-10-27,80,156
Gustavo Martins,Eletrônicos,6693.53,6181.67,0.22,0.22,2019-10-27,56,105
Beatriz Santos,Vestuário,7265.09,3413.14,0.11,0.15,2019-10-27,52,275
Camila Lima,Vestuário,7826.17,2538.13,0.21,0.16,2019-10-27,62,291
Thiago Barbosa,Acessórios,3076.32,1372.11,0.74,0.52,2019-10-27,24,114
Letícia Ribeiro,Acessórios,4218.66,3195.32,0.34,0.56,2019-10-27,32,70
Enzo Nascimento,Casa,13461.49,3960.18,0.43,0.33,2019-10-27,117,610
Guilherme Santos,Casa,13845.36,9978.49,0.39,0.22,2019-10-27,125,415
Vitória Ribeiro,Brinquedo,2551.24,3499.28,0.35,0.22,2019-10-27,19,30
Julia Araújo,Esportes,1356.22,7296.76,0.3,0.34,2019-10-27,7,35
Lucas Rodrigues,Esportes,9062.56,9232.52,0.26,0.33,2019-10-27,63,120
Thiago Carvalho,Esportes,13545.23,10244.97,0.39,0.31,2019-10-27,140,594
Mateus Barbosa,Eletrônicos,5045.46,3772.96,0.3,0.18,2019-10-27,36,85
Camila Carvalho,Casa,2859.04,6998.71,0.24,0.26,2019-10-27,21,90
Diego Cardoso,Vestuário,5298.07,3189.55,0.12,0.2,2019-10-27,37,92
Jorge Santos,Brinquedo,4695.29,4972.39,0.14,0.22,2019-10-27,37,173
Raphael Silva,Papelaria,1860.96,1583.07,0.49,0.52,2019-10-27,12,46
Caroline Reis,Papelaria,3121.5,1137.25,0.29,0.49,2019-10-27,24,118
Letícia Nascimento,Eletrônicos,9581.07,8123.91,0.14,0.22,2019-10-28,73,338
Ana Sousa,Eletrônicos,8569.74,7555.57,0.21,0.19,2019-10-28,67,127
Gustavo Martins,Eletrônicos,8193.56,5073.68,0.21,0.22,2019-10-28,55,108
Beatriz Santos,Vestuário,1107.56,4002.26,0.13,0.17,2019-10-28,6,18
Camila Lima,Vestuário,4670.7,5636.67,0.08,0.19,2019-10-28,37,59
Thiago Barbosa,Acessórios,3768.14,3322.79,0.74,0.54,2019-10-28,26,99
Letícia Ribeiro,Acessórios,2133.34,3487.5,0.28,0.42,2019-10-28,13,37
Enzo Nascimento,Casa,9804.74,5803.02,0.13,0.25,2019-10-28,72,323
Guilherme Santos,Casa,2454.56,10415.4,0.4,0.3,2019-10-28,19,94
Vitória Ribeiro,Brinquedo,4141.68,2884.41,0.34,0.27,2019-10-28,32,81
Julia Araújo,Esportes,2268.57,9490.35,0.4,0.33,2019-10-28,17,63
Lucas Rodrigues,Esportes,5241.18,10182.28,0.18,0.27,2019-10-28,39,153
Thiago Carvalho,Esportes,2194.06,4919.94,0.18,0.29,2019-10-28,15,59
Mateus Barbosa,Eletrônicos,1678.02,2595.21,0.24,0.22,2019-10-28,12,26
Camila Carvalho,Casa,3946.78,10138.36,0.12,0.28,2019-10-28,33,96
Diego Cardoso,Vestuário,2393.24,3070.05,0.09,0.2,2019-10-28,15,41
Jorge Santos,Brinquedo,7230.41,4068.69,0.39,0.28,2019-10-28,46,200
Raphael Silva,Papelaria,2650.71,717.56,0.4,0.49,2019-10-28,19,91
Caroline Reis,Papelaria,1001.61,1998.04,0.4,0.41,2019-10-28,7,22
Letícia Nascimento,Eletrônicos,11617.75,5155.75,0.25,0.18,2019-10-29,94,185
Ana Sousa,Eletrônicos,6155.86,3018.44,0.26,0.22,2019-10-29,43,174
Gustavo Martins,Eletrônicos,2323.87,6154.59,0.17,0.24,2019-10-29,16,39
Beatriz Santos,Vestuário,5598.48,6691.34,0.18,0.19,2019-10-29,38,183
Camila Lima,Vestuário,2648.82,6121.11,0.22,0.17,2019-10-29,20,32
Thiago Barbosa,Acessórios,4782.7,2092.9,0.28,0.52,2019-10-29,38,121
